country,year,co2,fdi,gov_effect,gdp,ln_co2,ln_fdi,ln_gdp,credit,energy,corruption,rule_of_law,trade,voice,stability,reg_quality,investment,rnd_spending,ln_rnd
United States,2007,19.217898,2.398397,1.552272,47975.967676,2.955842,0.874801,10.778455,98.664355,7758.165986,1.265258,1.631022,27.955802,1.133627,0.438404,1.443845,22.592492,1214.8726518253095,7.102394536968847
United States,2008,18.461764,2.318328,1.513798,48382.558449,2.915702,0.840846,10.786895,101.920323,7488.081921,1.262119,1.590986,29.886798,1.126966,0.591247,1.455097,21.119017,1451.1352612516123,7.280101467872142
United States,2009,17.157738,1.114844,1.521322,47099.980471,2.842449,0.108714,10.760028,103.154815,7056.783653,1.402794,1.620342,24.641563,1.161587,0.632442,1.294394,17.804581,1409.0392914265037,7.250663397547135
United States,2010,17.442862,1.761193,1.516477,48466.823375,2.85893,0.565991,10.788635,97.460861,7161.451046,1.305925,1.549428,28.057952,1.102989,0.643073,1.260389,18.743104,915.3343761829386,6.819289436970452
United States,2011,16.976957,1.695323,1.461625,49883.113984,2.831857,0.527873,10.817438,99.705666,7030.032938,1.371378,1.606974,30.789294,1.071233,0.58242,1.276289,19.103526,1208.4027420127734,7.0970547186366995
United States,2012,16.310471,1.545625,1.432199,51603.497261,2.791807,0.435428,10.851345,99.071007,6872.102687,1.357721,1.563012,30.568184,1.109903,0.66289,1.242207,20.02089,1476.8478801618633,7.2976652847844115
United States,2013,16.323477,1.716614,1.440505,53106.90977,2.792604,0.540353,10.880062,103.63071,6905.647138,1.330896,1.580597,30.013007,1.110484,0.385635,1.485621,20.413743,1393.5882316755308,7.239637161512878
United States,2014,16.502837,1.437391,1.517428,55032.957998,2.803532,0.36283,10.915688,105.082879,6960.681985,1.340533,1.608979,29.96885,1.007478,0.262138,1.619458,20.81268,615.4722323429606,6.4223898306230245
United States,2015,16.502837,2.794219,1.536972,56803.472433,2.803532,1.027552,10.947353,104.071343,6803.918564,1.292747,1.475687,27.736772,0.995457,0.386239,1.61314,21.099052,923.829146413418,6.828527148065389
United States,2016,16.502837,2.643043,1.453415,57904.201961,2.803532,0.971931,10.966545,106.327043,6803.918564,1.180357,1.424173,26.514001,0.905182,0.118299,1.334575,20.387569,476.4928313074202,6.166452678505578
South Africa,1990,8.5136,0.205041,1.020496,3139.966054,2.141665,-1.584545,8.051967,53.906429,2471.597988,0.732927,0.087929,41.682638,0.841139,-0.379188,0.515014,19.413254,90.59202625440543,4.506366198738761
South Africa,1991,8.653758,0.205041,1.020496,3285.95465,2.157994,-1.584545,8.097412,53.906429,2518.117975,0.732927,0.087929,38.050812,0.841139,-0.379188,0.515014,19.024967,66.22633221964799,4.193078151522774
South Africa,1992,7.801071,0.002496,1.020496,3479.066283,2.054261,-5.99313,8.154519,57.152472,2290.666724,0.732927,0.087929,37.487458,0.841139,-0.379188,0.515014,16.768607,37.2819183019406,3.618508445090664
South Africa,1993,8.100407,0.008406,1.020496,3388.729303,2.091914,-4.778755,8.12821,55.410974,2395.381436,0.732927,0.087929,39.123322,0.841139,-0.379188,0.515014,15.162321,73.84894131728204,4.302021673292805
South Africa,1994,8.361297,0.26791,1.020496,3445.230068,2.123614,-1.317106,8.144746,59.47045,2420.083232,0.732927,0.087929,40.768953,0.841139,-0.379188,0.515014,17.720103,70.46600033763691,4.255130328776824
South Africa,1995,8.742673,0.803047,1.020496,3751.854328,2.168216,-0.219342,8.230005,58.555873,2498.893806,0.732927,0.087929,43.610939,0.841139,-0.379188,0.515014,19.166652,52.353630234493906,3.9580212803658217
South Africa,1996,8.626706,0.553086,1.020496,3494.383567,2.154863,-0.592242,8.158912,61.449612,2504.902877,0.732927,0.087929,46.667328,0.841139,-0.379188,0.515014,18.040028,27.39226243726177,3.310260580713004
South Africa,1997,8.98242,2.497286,0.624708,3549.579815,2.195269,0.915204,8.174585,64.853929,2527.93988,0.638809,0.157686,46.845262,0.846978,-0.546053,0.50777,17.715117,77.34296555928121,4.348249629887792
South Africa,1998,8.647141,0.399448,0.645909,3154.020777,2.157229,-0.917672,8.056433,70.619568,2471.476979,0.55027,0.148772,48.896618,0.74624,-0.227865,0.540943,17.99154,56.79663636209164,4.039477104996333
South Africa,1999,8.462993,1.100276,0.607831,3081.569927,2.135703,0.095561,8.033194,69.81003,2464.323805,0.332902,0.027392,46.861886,0.659822,-0.25479,0.733768,17.035099,74.90667788603878,4.316243043905886
South Africa,2000,8.42083,0.710489,0.59958,3032.427138,2.130708,-0.341803,8.017119,70.548947,2424.881562,0.275541,0.037599,51.437774,0.700217,-0.312843,0.819586,16.365325,54.596083614227545,3.9999621515010833
South Africa,2001,8.163977,5.983101,0.55914,2666.47491,2.099731,1.788939,7.888513,79.260913,2461.026369,0.397753,0.004516,54.801633,0.715737,-0.13173,0.692467,15.744582,70.14038928413859,4.250498794798406
South Africa,2002,7.727642,1.281412,0.567058,2502.277005,2.044804,0.247962,7.824956,68.546951,2384.137081,0.483857,-0.011951,59.764636,0.64901,-0.162092,0.715097,16.277967,47.036979814190936,3.8509340968988712
South Africa,2003,8.657236,0.44685,0.325101,3751.282813,2.158395,-0.805532,8.229853,71.446411,2518.333171,0.378271,0.18131,51.401831,0.651613,0.04703,0.746973,17.105884,71.36233835949443,4.2677702562255515
South Africa,2004,9.519375,0.306847,0.283431,4833.627517,2.253329,-1.181406,8.483353,70.627437,2716.293461,0.197672,0.000256,51.078034,0.578765,0.215347,0.595666,18.466596,130.103562002164,4.868330764099573
South Africa,2005,8.707407,2.530174,0.332179,5383.656543,2.164174,0.928288,8.591123,72.181569,2678.553889,0.153829,0.005418,53.149115,0.575648,0.049529,0.656967,18.314977,81.22361203181912,4.397205993466032
South Africa,2006,9.23695,0.229456,0.310808,5602.011044,2.223212,-1.472042,8.630881,77.942618,2625.795062,0.125427,0.072423,60.277264,0.570526,-0.114493,0.449182,20.182994,46.778924966116804,3.845432780261722
South Africa,2007,9.498786,2.199883,0.191702,6095.622439,2.251164,0.788404,8.715326,82.273041,2775.615654,0.065393,0.097749,63.683087,0.60209,-0.029427,0.445573,20.985522,34.864320384751565,3.5514639677180817
South Africa,2008,9.979458,3.447016,0.21756,5760.805287,2.300529,1.237509,8.658833,84.422054,2950.153669,-0.004234,0.129663,72.86539,0.590839,0.024032,0.446406,23.150165,137.55899380738137,4.924052870964628
South Africa,2009,9.967159,2.576394,0.170115,5862.79734,2.299296,0.946391,8.676382,84.080719,2852.095561,-0.184171,0.084444,55.418262,0.582153,-0.025387,0.398662,20.704899,120.23271639129214,4.789429168021888
South Africa,2010,9.256681,0.983956,0.306021,7328.615629,2.225346,-0.016175,8.899542,81.44515,2768.094669,-0.138075,0.135301,55.988986,0.600655,-0.046295,0.380482,19.512981,165.64132795886664,5.109824775784004
South Africa,2011,9.048936,0.994021,0.165044,8007.412846,2.202647,-0.005997,8.988123,75.803917,2716.659598,-0.125287,0.155199,60.11263,0.640297,-0.146389,0.230834,19.720948,82.66936329510176,4.414849077470098
South Africa,2012,8.872523,1.167209,0.087329,7501.469984,2.182959,0.154615,8.922854,77.598653,2636.617553,-0.07084,0.015778,60.899699,0.648553,-0.220545,0.208594,19.965985,63.08201318969855,4.144435676450796
South Africa,2013,8.68659,2.244236,0.101403,6832.456891,2.16178,0.808365,8.82944,73.074729,2602.743258,0.017026,0.04356,64.24176,0.648331,-0.149085,0.119783,21.163557,36.646679484245276,3.601322823525448
South Africa,2014,8.979062,1.650494,0.070796,6433.187277,2.194895,0.501075,8.769225,74.465361,2695.416479,-0.127773,-0.156248,64.434501,0.630275,-0.284804,0.138878,20.499494,88.55082195472723,4.483576646565515
South Africa,2015,8.979062,0.478917,0.103647,5734.633629,2.194895,-0.736227,8.654279,75.600737,2695.416479,-0.136797,-0.221828,61.617073,0.637234,-0.237547,-0.040778,20.917957,113.24721327946175,4.729573157256521
South Africa,2016,8.979062,0.747512,0.127971,5272.918425,2.194895,-0.291005,8.570339,76.940759,2695.416479,-0.031281,-0.188337,60.638188,0.643926,-0.283221,0.008505,19.160966,78.07136343757273,4.357623324275496
