iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
LTU,Europe,Lithuania,2021-10-08,338234,0,1695,5073,0,22.43,120072.2,0,601.72,1800.9,0,7.96,1.21,132,48,1234,448.72,,,,,5378584,26284,1930.12,9.43,21832,7.83,0.1,9.9,tests performed,3274409,1765985,1674679,38970,8434,5503,119.07,64.22,60.9,1.42,2001,1964,0.07,35.9,45.14,43.5,19,13.78,29524.26,0.7,342.99,3.67,21.3,38,,6.56,75.93,0.88,2750058,,,,
OWID_LIC,,Low-income countries,2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27366696,17363500,8505840,,236530,222609,3.71,2.35,1.15,,302,207138,0.03,,,,,,,,,,,,,,,,737604900,,,,
OWID_LIC,,Low-income countries,2021-10-08,1283421,0,2078.29,34077,0,82.29,1790.32,0,2.9,47.54,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737604900,,,,
OWID_LMC,,Lower-middle-income countries,2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660638702,1136864220,529882336,1089385,16049949,13419823,48.39,33.12,15.44,0.03,3910,7510170,0.22,,,,,,,,,,,,,,,,3432097300,,,,
OWID_LMC,,Lower-middle-income countries,2021-10-08,56573621,0,89067.43,924144,0,1487,17590.04,0,27.69,287.34,0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3432097300,,,,
LUX,Europe,Luxembourg,2021-10-08,73095,0,89.43,556,0,0.14,111883.07,0,136.88,851.04,0,0.22,1.15,4,6.18,19,29.34,,,,,3541875,2680,5540.06,4.19,2221,3.47,0.04,22.2,tests performed,797282,420851,,5958,1362,828,123.11,64.99,,0.92,1279,273,0.04,37.64,231.45,39.7,14.31,9.84,94277.96,0.2,128.28,4.42,20.9,26,,4.51,82.25,0.92,647601,,,,
MAC,Asia,Macao,2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4130,,,,,5941,3247,0.47,54.63,20546.77,39.2,9.8,4.99,104861.85,,,,,,,,84.24,,695180,,,,
MDG,Africa,Madagascar,2021-10-08,43610,0,1.86,960,0,0,1432.78,0,0.06,31.54,0,0,0.13,,,,,,,,,,,,,490,0.02,0.21,4.8,tests performed,,,,,,6154,,,,,208,6154,0.02,42.59,43.95,19.6,2.93,1.69,1416.44,77.6,405.99,3.94,,,50.54,0.2,67.04,0.53,29611718,,,,
MWI,Africa,Malawi,2021-10-08,61609,0,16,2283,0,1.14,2995.28,0,0.78,110.99,0,0.06,0.64,,,,,,,,,,,,,1138,0.06,0.01,120.7,tests performed,1099302,853027,505939,,6762,5196,5.39,4.18,2.48,,255,4870,0.02,37.04,197.52,18.1,2.98,1.78,1095.04,71.4,227.35,3.94,4.4,24.7,8.7,1.3,64.26,0.48,20405318,,,,
MYS,Asia,Malaysia,2021-10-08,2277565,0,11332.86,26683,0,178,65644.41,0,326.64,769.06,0,5.13,0.8,791,23.31,6638,195.59,,,7435,219.08,31582787,123146,940.7,3.67,134674,4.01,0.07,14.3,people tested,46755800,25076670,21831688,1247,184982,217983,137.77,73.89,64.33,0,6423,109057,0.32,66.13,96.25,29.9,6.29,3.41,26808.16,0.1,260.94,16.74,1,42.4,,1.9,76.16,0.81,33938216,,,,
MDV,Asia,Maldives,2021-10-08,85042,0,97.14,231,0,0,162257.97,0,185.35,440.74,0,0,0.95,,,,,,,,,1545334,3121,2963.49,5.98,3877,7.44,0.02,51.4,samples tested,738169,392966,345203,,,809,140.93,75.02,65.9,,1544,80,0.02,,1454.43,30.6,4.12,2.88,15183.62,,164.9,9.19,2.1,55,95.8,,78.92,0.74,523798,,,,
MLI,Africa,Mali,2021-10-08,15278,0,17.86,549,0,0.29,662.17,0,0.77,23.79,0,0.01,1.21,,,,,,,,,,,,,,,,,,,,,,,12229,,,,,541,156,0,47.22,15.2,16.4,2.52,1.49,2014.31,,268.02,2.42,1.6,23,52.23,0.1,59.31,0.43,22593598,,,,
MLT,Europe,Malta,2021-10-08,37394,0,16.86,477,0,0.43,70795.96,0,31.92,903.08,0,0.81,1,,,,,,,,,1302240,1882,2472.23,3.57,1950,3.7,0.01,94.8,tests performed,838419,423592,423445,,,1802,157.22,79.43,79.4,,3379,281,0.05,43.52,1454.04,42.4,19.43,11.32,36513.32,0.2,168.71,8.83,20.9,30.2,,4.49,82.53,0.9,533293,,,,
MHL,Oceania,Marshall Islands,2021-10-08,4,0,0,0,0,0,99.77,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.15,,,,3819.2,,557.79,30.53,,,82.5,2.7,73.7,0.7,41593,,,,
MTQ,North America,Martinique,2021-10-08,41357,0,67.71,632,0,2.43,118345.11,0,193.77,1808.5,0,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,,12.54,,,,,,,,,82.54,,367512,,,,
MRT,Africa,Mauritania,2021-10-08,36114,0,42.14,777,0,1.29,7407.02,0,8.64,159.36,0,0.26,0.82,,,,,,,,,,,,,1786,0.39,0.02,46.5,tests performed,,,,,,11302,,,,,2386,14281,0.3,37.04,4.29,20.3,3.14,1.79,3597.63,6,232.35,2.42,,,15.95,,64.92,0.55,4736146,,,,
MUS,Africa,Mauritius,2021-10-08,25799,0,582.29,90,0,1.57,20216.53,0,456.29,70.53,0,1.23,1.01,,,,,,,,,,,,,,,,,,,,,,,4300,,,,,3309,1987,0.15,40.72,622.96,37.4,10.94,5.88,20292.74,0.5,224.64,22.02,3.2,40.7,,3.4,74.99,0.8,1299478,,,,
MYT,Africa,Mayotte,2021-10-08,20323,0,14.86,180,0,0.29,66572.11,0,48.67,589.63,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,2.41,,,,,,,,,79.46,,326113,,,,
MEX,North America,Mexico,2021-10-08,3737172,0,6394,288288,0,409,29057.47,0,49.72,2241.51,0,3.18,0.88,,,,,,,,,10621360,24122,83.83,0.19,21043,0.17,0.24,4.1,people tested,106121884,66049447,47692378,,801652,662205,83.23,51.8,37.4,,5194,295463,0.23,38.89,66.44,29.3,6.86,4.32,17336.47,2.5,152.78,13.06,6.9,21.4,87.85,1.38,75.05,0.78,127504120,,,,
FSM,Oceania,Micronesia (country),2021-10-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.78,23,4.81,2.39,3299.46,16,454.34,12.02,,,,,67.88,0.62,114178,,,,
MDA,Europe,Moldova,2021-10-08,296672,0,1185,7404,0,22.29,97589.89,0,389.8,2435.54,0,7.33,1.12,,,,,,,,,,9386,,3.07,7898,2.58,0.16,6.1,tests performed,1431054,,808047,,4204,3538,43.72,,24.69,,1081,3327,0.1,40.53,123.66,37.6,10.86,6.96,5189.97,0.2,408.5,5.72,5.9,44.6,86.98,5.8,71.9,0.75,3272993,,,,
MCO,Europe,Monaco,2021-10-08,3172,0,1.71,35,0,0,81439.83,0,44.01,898.61,0,0,0.95,,,,,,,,,,,,,,,,,,,,,,,158,,,,,4330,23,0.06,29.35,19347.5,,,,,,,5.46,,,,13.8,86.75,,36491,,,,
MNG,Asia,Mongolia,2021-10-08,405365,0,6671.14,1274,0,17.43,119717.43,0,1970.2,376.25,0,5.15,1.04,,,,,,,,,4051769,9837,1210.29,2.94,6553,1.96,,,samples tested,,,,,,547,,,,,161,145,0,37.04,1.98,28.6,4.03,2.42,11840.85,0.5,460.04,4.82,5.5,46.5,71.18,7,69.87,0.74,3398373,,,,
MNE,Europe,Montenegro,2021-10-08,127292,0,427.71,1816,0,5.57,207096.72,0,695.87,2954.53,0,9.06,0.89,,,,,,,,,,,,,,,,,,470700,249454,221246,,2333,1889,75.06,39.78,35.28,,3012,702,0.11,,46.28,39.1,14.76,9.4,16409.29,1,387.3,10.08,44,47.9,,3.86,76.88,0.83,627082,,,,
MSR,North America,Montserrat,2021-10-08,34,0,0.14,1,0,0,7596.07,0,31.92,223.41,0,0,,,,,,,,,,,,,,,,,,,2911,1502,1409,,,3,65.96,34.04,31.93,,680,1,0.02,,,,,,,,,,,,,,74.16,,4413,,,,
MAR,Africa,Morocco,2021-10-08,934828,0,893.86,14315,0,26.14,25042.9,0,23.94,383.48,0,0.7,0.61,,,,,,,,,8878885,11858,239.47,0.32,12394,0.33,0.05,20.3,people tested,,,,,,169957,,,,,4537,49428,0.13,68.52,80.08,29.6,6.77,4.21,7485.01,1,419.15,7.14,0.8,47.1,,1.1,76.68,0.69,37457976,,,,
MOZ,Africa,Mozambique,2021-10-08,150790,0,42.29,1918,0,1.29,4617.49,0,1.3,58.73,0,0.04,0.59,,,,,,,,,915744,1781,28.55,0.06,1403,0.04,0.02,55.8,tests performed,3677063,1903730,1773333,,,1360,11.15,5.77,5.38,,41,0,0,48.15,37.73,17.7,3.16,1.87,1136.1,62.9,329.94,3.3,5.1,29.1,12.23,0.7,60.85,0.46,32969520,,,,
MMR,Asia,Myanmar,2021-10-08,468463,0,1472.71,17883,0,50.86,8714.49,0,27.4,332.66,0,0.95,0.9,,,,,,,,,4469194,18762,83.07,0.35,18251,0.34,0.08,12.8,samples tested,,,,,,229046,,,,,4228,186040,0.34,71.3,81.72,29.1,5.73,3.12,5591.6,6.4,202.1,4.61,6.3,35.2,79.29,0.9,67.13,0.58,54179312,,,,
NAM,Africa,Namibia,2021-10-08,127862,0,69.86,3517,0,3.29,44247.99,0,24.18,1217.1,0,1.14,0.74,,,,,,,,,718652,1992,284.04,0.79,1595,0.63,0.03,30.4,tests performed,,,,,,5778,,,,,2251,2052,0.08,39.81,3.08,22,3.55,2.08,9541.81,13.4,243.81,3.94,9.7,34.2,44.6,,63.71,0.65,2567024,,,,
NRU,Oceania,Nauru,2021-10-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,158,1,0.01,,682.45,,,,12895.64,,,24.07,43,36.9,,5,59.96,,12691,,,,
NPL,Asia,Nepal,2021-10-08,797192,0,828.57,11164,0,9.71,26827.54,0,27.88,375.7,0,0.33,0.84,,,,,,,,,4879465,10688,162.46,0.36,11840,0.39,0.07,13.5,samples tested,14483226,8041594,6441632,,43941,84389,47.41,26.32,21.09,,2763,66585,0.22,33.33,204.43,25,5.81,3.21,2442.8,15,260.8,7.26,9.5,37.8,47.78,0.3,70.78,0.6,30547586,,,,
NLD,Europe,Netherlands,2021-10-08,2010792,0,1695.86,18210,0,3.86,112307.01,0,94.72,1017.07,0,0.22,1.27,102,5.81,246,14.01,70,3.98,295,16.8,17014109,21176,972.14,1.21,21793,1.25,0.1,10.3,tests performed,22349190,12029771,11033682,,,14110,127.24,68.49,62.82,,803,5823,0.03,35.75,508.54,43.2,18.78,11.88,48472.54,,109.36,5.29,24.4,27.3,,3.32,82.28,0.94,17564020,,,,
NCL,Oceania,New Caledonia,2021-10-08,7989,0,257.71,150,0,9.57,27823.54,0,897.55,522.41,0,33.34,,,,,,,,,,,,,,,,,,,,,,,,4430,,,,,15278,1600,0.55,,15.34,33.4,9.95,6.49,,,,23.36,,,,,77.55,,289959,,,,
NZL,Oceania,New Zealand,2021-10-08,4024,0,26.86,27,0,0,784.14,0,5.23,5.26,0,0,1.33,,,,,,,,,3543083,29927,690.7,5.83,20583,4.01,,,tests performed,5714296,3419567,2294441,288,86390,62615,110.2,65.95,44.25,0.01,12076,15789,0.3,81.02,18.21,37.9,15.32,9.72,36085.84,,128.8,8.08,14.8,17.2,,2.61,82.29,0.93,5185289,,,,
NIC,North America,Nicaragua,2021-10-08,11273,0,73.71,204,0,0.14,1674.87,0,10.95,30.31,0,0.02,1.32,,,,,,,,,,,,,,,,,,999990,671784,328206,,,19740,14.39,9.67,4.72,,2841,16456,0.24,8.33,51.67,27.3,5.44,3.52,5321.44,3.2,137.02,11.47,,,,0.9,74.48,0.66,6948395,,,,
NER,Africa,Niger,2021-10-08,6035,0,8.71,203,0,0.29,238.42,0,0.34,8.02,0,0.01,1.21,,,,,,,,,,,,,,,,,,,,,,,10199,,,,,389,2136,0.01,27.78,16.95,15.1,2.55,1.38,926,44.5,238.34,2.42,0.1,15.4,8.98,0.3,62.42,0.39,26207982,,,,
NGA,Africa,Nigeria,2021-10-08,206064,0,266.14,2723,0,7,923.43,0,1.19,12.2,0,0.03,0.91,,,,,,,,,,,,,8736,0.04,0.03,39.7,tests performed,,,,,,55520,,,,,254,24341,0.01,45.37,209.59,18.1,2.75,1.45,5338.45,,181.01,2.42,0.6,10.8,41.95,,54.69,0.54,218541216,,,,
NIU,Oceania,Niue,2021-10-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1025,0,0,,,,,,,,,,,,,,73.71,,1952,,,,
OWID_NAM,,North America,2021-10-08,52589480,0,131894.14,1081581,0,2548.57,87017.35,0,218.24,1789.64,0,4.22,,,,,,,,,,,,,,,,,,,646371757,350194362,295107021,11605647,2614199,2047355,107.67,58.33,49.16,1.93,3410,656471,0.11,,,,,,,,,,,,,,,,600323657,,,,
PRK,Asia,North Korea,2021-10-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,200,0.01,,,samples tested,,,,,,,,,,,,,,,211.7,35.3,9.49,6.14,,,321.68,4,,,,13.2,72.27,,26069416,,,,
MKD,Europe,North Macedonia,2021-10-08,192645,0,381.43,7283,0,15.71,104684.94,0,207.27,3957.64,0,8.54,0.91,,,,,,,,,,,,,3223,1.53,0.11,9.4,tests performed,1540027,793987,745415,625,,3134,73.56,37.92,35.6,0.03,1497,847,0.04,,82.6,39.1,13.26,8.16,13111.21,5,322.69,10.08,,,,4.28,75.8,0.77,2093606,,,,
OWID_CYN,Asia,Northern Cyprus,2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5511,1847,0.48,,,,,,,,,,,,,,,,382836,,,,
OWID_NIR,Europe,Northern Ireland,2021-10-08,,,,,,,,,,,,,,28,14.77,254,133.97,,,162,85.44,,,,,,,,,,2548548,1315458,1217565,15525,2575,2829,134.42,69.38,64.22,0.82,1492,252,0.01,,,,,,,,,,,,,,,,1896000,,,,
MNP,Oceania,Northern Mariana Islands,2021-10-08,272,0,0.86,2,0,0,5900.09,0,18.59,43.38,0,0,,,,,,,,,,56349,40,1138.8,0.81,39,0.79,0.02,45.5,tests performed,,,,,,,,,,,,,,,119.88,,,,,,194.99,,,,,,76.74,,49574,,,,
NOR,Europe,Norway,2021-10-08,190639,0,516.29,904,0,1,34936.07,0,94.61,165.66,0,0.18,0.84,,,105,19.32,,,,,7861092,8315,1454.94,1.54,9089,1.68,0.05,18.5,people tested,7945689,4200249,3708686,36754,9933,7910,146.21,77.29,68.25,0.68,1456,1813,0.03,20.37,14.46,39.7,16.82,10.81,64800.06,0.2,114.32,5.31,19.6,20.7,,3.6,82.4,0.96,5434324,,,,
OWID_OCE,,Oceania,2021-10-08,262895,0,2884.43,3296,0,36.29,5835.66,0,64.03,73.16,0,0.8,,,,,,,,,,,,,,,,,,,38312613,22360861,15951172,580,437995,351402,85.07,49.65,35.42,0,7802,127805,0.28,,,,,,,,,,,,,,,,45038860,,,,
OMN,Asia,Oman,2021-10-08,303813,0,28.57,4465,0,0.57,64228,0,6.04,943.93,0,0.12,0.85,,,,,,,,,,,,,,,,,,,,,,,23652,,,,,5168,4870,0.11,43.81,14.98,30.7,2.36,1.53,37960.71,,266.34,12.61,0.5,15.6,97.4,1.6,77.86,0.81,4576300,,,,
PAK,Asia,Pakistan,2021-10-08,1248202,0,1616.29,27831,0,43.86,5121.86,0,6.63,114.2,0,0.18,0.73,,,,,,,,,19782491,45619,85.49,0.2,49423,0.21,0.03,38.5,tests performed,,,,,,951234,,,,,4034,477485,0.2,46.66,255.57,23.5,4.5,2.78,5034.71,4,423.03,8.35,2.8,36.7,59.61,0.6,67.27,0.56,235824864,,,,
PLW,Oceania,Palau,2021-10-08,5,0,0,0,0,0,281.15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.24,,,,13240.4,,,15.89,7.7,22.7,,4.8,73.7,0.83,18084,,,,
PSE,Asia,Palestine,2021-10-08,436136,0,1443.29,4400,0,16.29,82208.01,0,272.05,829.36,0,3.07,0.54,,,,,,,,,,5663,,1.1,6433,1.25,0.82,1.2,tests performed,2293408,,1172178,2751,17447,17840,43.68,,22.33,0.05,3398,3758,0.07,52.78,778.2,20.4,3.04,1.73,4449.9,1,265.91,10.59,,,,,74.05,0.71,5250076,,,,
PAN,North America,Panama,2021-10-08,467338,0,228.86,7230,0,4.71,106194.55,0,52,1642.89,0,1.07,0.9,,,,,,,,,3928884,7244,902.93,1.66,6258,1.44,0.03,31.2,tests performed,,,,,,15258,,,,,3461,4440,0.1,55.56,55.13,29.7,7.92,5.03,22267.04,2.2,128.35,8.33,2.4,9.9,,2.3,78.51,0.82,4408582,,,,
PNG,Oceania,Papua New Guinea,2021-10-08,21032,0,215.57,234,0,1.14,2061.32,0,21.13,22.93,0,0.11,1.12,,,,,,,,,,,,,,,,,,,,,,,4488,,,,,442,2196,0.02,50.93,18.22,22.6,3.81,2.14,3823.19,,561.49,17.65,23.5,48.8,,,64.5,0.56,10142625,,,,
PRY,South America,Paraguay,2021-10-08,459997,0,31.14,16200,0,8.29,68042.25,0,4.61,2396.29,0,1.23,0.86,,,,,,,,,1859093,1999,277.32,0.3,1873,0.28,0.02,64.3,tests performed,4836914,2838640,1998274,,,28046,71.33,41.86,29.47,,4136,10249,0.15,42.59,17.14,26.5,6.38,3.83,8827.01,1.7,199.13,8.27,5,21.6,79.6,1.3,74.25,0.73,6780745,,,,
PER,South America,Peru,2021-10-08,2177283,0,844.14,199423,0,34.43,65041.22,0,25.22,5957.29,0,1.03,1.01,,,,,,,,,18218057,,540.35,,38195,1.13,0.02,47.6,tests performed,30651363,17323142,13328221,,212282,342626,90.02,50.88,39.14,,10063,97901,0.29,60.19,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PHL,Asia,Philippines,2021-10-08,2593292,0,14641.86,38768,0,194.71,22755.29,0,128.48,340.18,0,1.71,0.75,,,,,,,,,20497186,60771,179.99,0.53,61165,0.54,0.18,5.5,people tested,,,,,,473422,,,,,4097,243734,0.21,76.21,351.87,25.2,4.8,2.66,7599.19,,370.44,7.07,7.8,40.8,78.46,1,71.23,0.72,115559008,,,,
PCN,Oceania,Pitcairn,2021-10-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,47,,,,
POL,Europe,Poland,2021-10-08,2912252,0,1090.57,75710,0,17.57,75868.08,0,28.41,1972.35,0,0.46,1.41,,,2141,53.72,,,,,,,,,36614,0.96,0.04,24.6,tests performed,,,,,,76721,,,,,1925,11467,0.03,32.99,124.03,41.8,16.76,10.2,27216.44,,227.33,5.91,23.3,33.1,,6.62,78.73,0.88,39857144,,,,
PRT,Europe,Portugal,2021-10-08,1070160,0,679,17987,0,6.43,102731.34,0,65.18,1726.68,0,0.62,0.95,52,5.06,332,32.32,,,,,19002811,61660,1846.71,5.99,41168,4,0.01,69.7,tests performed,16389509,9093030,8308269,85849,,9087,159.57,88.53,80.89,0.84,885,2356,0.02,42.73,112.37,46.2,21.5,14.92,27936.9,0.5,127.84,9.85,16.3,30,,3.39,82.05,0.86,10270857,,,,
PRI,North America,Puerto Rico,2021-10-08,188570,0,140,3182,0,3.71,58183.18,0,43.2,981.8,0,1.15,,,,,,,,,,1705868,6209,523.91,1.91,4930,1.51,0.02,50,tests performed,,,,,,,,,,,,,,,376.23,38.2,15.17,9.83,35044.67,,108.09,12.9,,,,,80.1,,3252412,,,,
QAT,Asia,Qatar,2021-10-08,236834,0,86.14,606,0,0.29,81879.64,0,29.78,209.51,0,0.1,0.85,,,,,,,,,2382785,17877,886.38,6.65,22234,8.27,,,tests performed,4754884,,,,6131,4962,176.42,,,,1841,1246,0.05,51.97,227.32,31.9,1.31,0.62,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.85,2695131,,,,
REU,Africa,Reunion,2021-10-08,53241,0,0,366,0,0.43,61088.28,0,0,419.94,0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,6.84,,,,,,,,,80.48,,974062,,,,
ROU,Europe,Romania,2021-10-08,1257145,0,9910.29,37394,0,166.29,65589.8,0,517.05,1950.98,0,8.68,1.26,,,15815,804.46,,,,,,,,,61024,3.16,0.21,4.9,tests performed,10670691,,5506187,,67252,53602,54.28,,28.01,,2727,3321,0.02,68.91,85.13,43,17.85,11.69,23313.2,5.7,370.95,9.74,22.9,37.1,,6.89,76.05,0.83,19659270,,,,
RUS,Europe,Russia,2021-10-08,7586536,0,23660.43,209918,0,859.71,52112.53,0,162.52,1441.94,0,5.9,1.12,,,,,,,,,,,,,513053,3.54,0.05,20.3,tests performed,94115234,49235850,44879384,919496,226767,492605,65.04,34.02,31.01,0.64,3404,127452,0.09,54.17,8.82,39.6,14.18,9.39,24765.95,0.1,431.3,6.18,23.4,58.3,,8.05,72.58,0.82,144713312,,,,
RWA,Africa,Rwanda,2021-10-08,97781,0,150.57,1281,0,4.71,7162.9,0,11.03,93.84,0,0.34,0.68,,,,,,,,,2896278,10466,215.15,0.78,11065,0.82,0.01,98,samples tested,,,,,,8133,,,,,590,6033,0.04,51.85,494.87,20.3,2.97,1.64,1854.21,56,191.38,4.28,4.7,21,4.62,,69.02,0.54,13776702,,,,
BLM,North America,Saint Barthelemy,2021-10-08,1649,0,2.14,4,0,0.29,150621.12,0,195.73,365.36,0,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10994,,,,
SHN,Africa,Saint Helena,2021-10-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56,,5401,,,,
KNA,North America,Saint Kitts and Nevis,2021-10-08,1965,0,18.57,13,0,0.43,42049.18,0,397.41,278.19,0,9.17,1.14,,,,,,,,,44642,656,937.74,13.78,442,9.28,0.11,8.7,people tested,48755,,,,,99,102.25,,,,2076,6,0.01,,212.86,,,,24654.38,,,12.84,,,,2.3,76.23,0.78,47681,,,,
LCA,North America,Saint Lucia,2021-10-08,11573,0,74.29,207,0,3.43,64728.12,0,415.48,1157.76,0,19.18,0.85,,,,,,,,,,,,,,,,,,82462,47352,35110,,411,453,45.84,26.33,19.52,,2518,151,0.08,,293.19,34.9,9.72,6.4,12951.84,,204.62,11.62,,,87.2,1.3,76.2,0.76,179872,,,,
MAF,North America,Saint Martin (French part),2021-10-08,3819,0,3.43,36,0,0.14,132154.47,0,118.64,1245.76,0,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.53,,,,,,,,,,,,82.08,,31816,,,,
SPM,North America,Saint Pierre and Miquelon,2021-10-08,31,0,0,0,0,0,5381.94,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.07,,5885,,,,
VCT,North America,Saint Vincent and the Grenadines,2021-10-08,3838,0,68.43,28,0,1.57,37604.59,0,670.46,274.34,0,15.4,1.03,,,,,,,,,,,,,321,3.08,0.18,5.6,tests performed,,,,,,202,,,,,1943,137,0.13,,281.79,31.8,7.72,4.83,10727.15,,252.68,11.62,,,,2.6,72.53,0.74,103959,,,,
WSM,Oceania,Samoa,2021-10-08,1,0,0,0,0,0,4.64,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,817,,,,,3674,33,0.02,,69.41,22,5.61,3.56,6021.56,,348.98,9.21,16.7,38.1,,,73.32,0.72,222390,,,,
SMR,Europe,San Marino,2021-10-08,5480,0,1.86,91,0,0,160642.56,0,54.44,2667.6,0,0,0.96,,,,,,,,,,,,,,,,,,,,,,,28,,,,,831,14,0.04,43.52,556.67,,,,56861.47,,,5.64,,,,3.8,84.97,,33690,,,,
STP,Africa,Sao Tome and Principe,2021-10-08,3531,0,27.57,52,0,0.43,15602.28,0,121.83,229.77,0,1.89,0.63,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,4398,767,0.34,,212.84,18.7,2.89,2.16,3052.71,32.3,270.11,2.42,,,41.34,2.9,70.39,0.62,227393,,,,
SAU,Asia,Saudi Arabia,2021-10-08,547221,0,48.43,8722,0,4,17007.46,0,1.5,271.08,0,0.12,0.97,,,,,,,,,29341462,38343,816.16,1.07,48224,1.34,0,929.9,tests performed,43191898,23611050,19580848,,93037,146843,118.63,64.85,53.78,,4033,30256,0.08,60.41,15.32,31.9,3.3,1.84,49045.41,,259.54,17.72,1.8,25.4,,2.7,75.13,0.85,36408824,,,,
OWID_SCT,Europe,Scotland,2021-10-08,,,,,,,,,,,,,,64,11.71,957,175.08,,,749,137.03,,,,,,,,,,8105940,4246101,3859839,,7514,9031,148.3,77.68,70.62,,1652,6625,0.12,,,,,,,,,,,,,,,,5466000,,,,
SEN,Africa,Senegal,2021-10-08,73793,0,9.29,1859,0,0.57,4180.65,0,0.53,105.32,0,0.03,0.59,,,,,,,,,823440,1339,48.79,0.08,1559,0.09,0,222.7,tests performed,,,,,,2102,,,,,121,2102,0.01,19.44,82.33,18.7,3.01,1.8,2470.58,38,241.22,2.42,0.4,16.6,20.86,,67.94,0.51,17316452,,,,
SRB,Europe,Serbia,2021-10-08,955672,0,7142.14,8331,0,46.14,140721.73,0,1051.67,1226.73,0,6.79,0.97,279,40.6,6584,958.15,,,,,5819214,21119,846.86,3.07,20870,3.04,0.31,3.2,people tested,,,,,,20174,,,,,2936,2640,0.04,40.74,80.29,41.2,17.37,,14048.88,,439.42,10.08,37.7,40.2,97.72,5.61,76,0.81,6871547,,,,
SYC,Africa,Seychelles,2021-10-08,21576,0,24.57,112,0,0.29,171876.5,0,195.74,892.2,0,2.28,0.93,,,,,,,,,,,,,,,,,,,,,,,379,,,,,3538,113,0.1,60.19,208.35,36.2,8.61,5.59,26382.29,1.1,242.65,10.55,7.1,35.7,,3.6,73.4,0.8,107135,,,,
SLE,Africa,Sierra Leone,2021-10-08,6396,0,1.14,121,0,0,772.76,0,0.14,14.62,0,0,0.12,,,,,,,,,,,,,,,,,,,,,,,9433,,,,,1096,7668,0.09,48.04,104.7,19.1,2.54,1.28,1390.3,52.2,325.72,2.42,8.8,41.3,19.27,,54.7,0.45,8605723,,,,
